From Date,PM10,PM2.5,RH,WS,WD,Temp
06-06-2023 08:00,108.5,26.25,62.25,2.23,278,
06-06-2023 09:00,106,19.25,58.5,2.05,276.5,
06-06-2023 10:00,100.25,23.5,49,1.9,265.75,
06-06-2023 11:00,89.75,24.25,42.25,1.82,263.25,
06-06-2023 12:00,82.5,23.75,36.75,1.53,229.25,
06-06-2023 13:00,81,28.25,35.25,1.58,255.75,
06-06-2023 14:00,83.5,27.5,35,1.1,200.5,
06-06-2023 15:00,91.75,29.75,31.75,1.3,215.5,
06-06-2023 16:00,97,26,37,1.23,205.25,
06-06-2023 17:00,109.25,34,43,1.22,196.25,
06-06-2023 18:00,124,31.75,49.25,1.05,226.5,
06-06-2023 19:00,127.25,33,48.5,1.88,259.25,
06-06-2023 20:00,96.25,30.25,53.25,2,265,
06-06-2023 21:00,107.25,32.25,55.25,1.65,263.5,
06-06-2023 22:00,97.5,33.75,54.75,1.5,265.25,
06-06-2023 23:00,94.25,28.75,54.5,1.32,284,
07-06-2023 00:00,121.25,34.25,56.75,1.05,276.75,
07-06-2023 01:00,107.75,35.25,59.5,1.65,288.5,
07-06-2023 02:00,97.75,36,61,1.38,290.5,
07-06-2023 03:00,91.5,34.5,62,1.45,292.5,
07-06-2023 04:00,105,31.5,64,1.27,289.25,
07-06-2023 05:00,109.5,33,67.25,1.6,281.75,
07-06-2023 06:00,99.5,25.5,68,1.45,283.75,
07-06-2023 07:00,118.5,30.25,59.5,1.7,284.5,
07-06-2023 08:00,140.25,30.75,53.75,2.25,281,
07-06-2023 09:00,125,31.5,52.25,2.03,262.5,
07-06-2023 10:00,115.5,38.75,46.75,2.02,247,
07-06-2023 11:00,117,42.75,43.25,1.93,265.75,
07-06-2023 12:00,98,31.25,38.5,1.8,254.25,
07-06-2023 13:00,91.75,34,34,1.55,197.5,
07-06-2023 14:00,81,30,33.25,1.55,254.75,
07-06-2023 15:00,78.75,25.75,30.25,1.95,261.75,
07-06-2023 16:00,82.25,23.75,27,1.48,245.5,
07-06-2023 17:00,91.75,29.25,31.25,1.93,265.5,
07-06-2023 18:00,102.5,30,40.5,1.8,255.25,
07-06-2023 19:00,82.5,29,50,1.85,277.25,
07-06-2023 20:00,86,26,55.25,2.2,252.75,
07-06-2023 21:00,90.5,26,53,2.52,260.75,
07-06-2023 22:00,59.5,26.25,49.5,1.58,265.5,
07-06-2023 23:00,62.75,28.25,51.75,0.62,262.75,
08-06-2023 00:00,73.75,31.25,50.5,1,288,
08-06-2023 01:00,89.25,28.75,51.5,1.08,283.75,
08-06-2023 02:00,84.25,27.5,54,1.45,287.25,
08-06-2023 03:00,80.5,25,57.5,1.53,286.25,
08-06-2023 04:00,68.5,23.5,62,1.57,280,
08-06-2023 05:00,74.75,27.25,64.75,1.62,280.75,
08-06-2023 06:00,79.25,25,63.5,1.58,291.5,
08-06-2023 07:00,76,25,65.25,2.03,282.75,
08-06-2023 08:00,71.25,23.5,68.5,2.6,286,
08-06-2023 09:00,66.25,19.5,66.25,2.47,290.75,
08-06-2023 10:00,69,22.75,61,2.12,257,
08-06-2023 11:00,77,29.25,56.5,2.25,265,
08-06-2023 12:00,84.25,33.5,50.75,1.9,256,
08-06-2023 13:00,87.5,34.25,44.5,2.17,246.25,
08-06-2023 14:00,86,32,39.5,1.9,250.75,
08-06-2023 15:00,155,76.5,39.5,2.42,272.5,
08-06-2023 16:00,96,36,45.75,2.67,257.75,
08-06-2023 17:00,84,33.25,42.75,2.4,258.75,
08-06-2023 18:00,93,26.75,41.75,1.72,254.25,
08-06-2023 19:00,99.75,34,41.5,0.85,227.25,
08-06-2023 20:00,121.75,39,44.5,1.48,269.75,
08-06-2023 21:00,122,34.75,46,2.3,294.75,
08-06-2023 22:00,106.75,33.25,48.25,1.85,283,
08-06-2023 23:00,106.25,38.75,50.5,1.07,251.5,
09-06-2023 00:00,106.25,35.5,54,0.53,212.25,
09-06-2023 01:00,102.25,36.25,54.75,0.85,208,
09-06-2023 02:00,91.5,31.75,59,1.07,102.75,
09-06-2023 03:00,69.5,23,61.5,0.57,143,
09-06-2023 04:00,56,17.25,62.25,0.3,212.25,
09-06-2023 05:00,73.25,20.5,60.25,1.38,281.75,
09-06-2023 06:00,98.25,29,55.75,1.38,271.5,
09-06-2023 07:00,98.5,30.5,54.25,2.08,285.25,
09-06-2023 08:00,92.5,25.5,58.75,2.62,291,
09-06-2023 09:00,78.75,22.75,57,2.3,281,
09-06-2023 10:00,79.75,19.25,51.75,2.17,267.5,
09-06-2023 11:00,87.25,21.75,45.75,2.07,239.5,
09-06-2023 12:00,95.5,29.5,40.75,1.8,245.5,
09-06-2023 13:00,98.5,35.25,36.25,1.75,245,
09-06-2023 14:00,94.5,31,34.75,1.93,253.75,
09-06-2023 15:00,94.5,35.25,33.75,1.55,243.75,
09-06-2023 16:00,91,36.75,33.25,1.77,258,
09-06-2023 17:00,94.25,29.75,33.25,2.12,276.75,
09-06-2023 18:00,97.5,29,34.25,2.12,293.25,
09-06-2023 19:00,109.25,30,36.75,1.83,298.25,
09-06-2023 20:00,118.75,33,40.5,2.02,292.5,
09-06-2023 21:00,108.25,32.5,44.25,2,289.25,
09-06-2023 22:00,101.75,30.5,48,1.97,295.5,
09-06-2023 23:00,88.5,30,52,2.1,295.25,
10-06-2023 00:00,86.5,32,53.5,1.73,289.75,
10-06-2023 01:00,82,28.5,55.75,1.77,285.75,
10-06-2023 02:00,69.75,24.25,57.5,1.65,278.5,
10-06-2023 03:00,60.75,16.5,58,1.75,285.75,
10-06-2023 04:00,59.75,17.25,61,2.48,288.25,
10-06-2023 05:00,48,15.25,66.75,2.52,288.75,
10-06-2023 06:00,41.75,15,70.75,2.45,286.25,
10-06-2023 07:00,40.75,12.75,70.25,2.95,290.5,
10-06-2023 08:00,45,14.5,62.5,3.03,288.5,
10-06-2023 09:00,57.5,12.75,56,3.38,287.25,
10-06-2023 10:00,51.5,12.5,50.25,2.58,277,
10-06-2023 11:00,56,14.5,45,2.27,248.5,
10-06-2023 12:00,55.25,15,40.5,2.1,255.25,
10-06-2023 13:00,56.25,11.5,37.75,1.82,247.25,
10-06-2023 14:00,63.25,10.25,35.75,1.8,237.5,
10-06-2023 15:00,56.25,11,34.5,1.88,251.5,
10-06-2023 16:00,60.5,11.5,34.5,2.1,272.25,
10-06-2023 17:00,62.75,15,33.5,1.48,269,
10-06-2023 18:00,66.75,22,35,1.27,266.25,
10-06-2023 19:00,77.75,26,36.75,1.05,291.5,
10-06-2023 20:00,100,33.5,38.5,0.98,286.25,
10-06-2023 21:00,111.75,44.25,41.5,1.57,301,
10-06-2023 22:00,99.25,34.5,46.25,1.82,299.75,
10-06-2023 23:00,92.25,29.5,51.5,2.5,286.75,
11-06-2023 00:00,92.75,25,57.5,2.5,289.25,
11-06-2023 01:00,79.25,15.75,59,2.35,293,
11-06-2023 02:00,63.5,14.25,58,2.35,285.75,
11-06-2023 03:00,48.5,12.25,60,1.95,286.75,
11-06-2023 04:00,43.25,12.75,62.75,1.88,290.5,
11-06-2023 05:00,40.75,12.25,67.5,1.67,282,
11-06-2023 06:00,41,13.25,67.75,1.58,259.75,
11-06-2023 07:00,44.25,14.25,65.75,2.1,256.25,
11-06-2023 08:00,44.5,14.5,61.25,2.28,280.25,
11-06-2023 09:00,44.5,13.25,56,2.35,274.75,
11-06-2023 10:00,49.25,14,51.5,2.42,275.5,
11-06-2023 11:00,48.5,14.5,46.75,1.9,252.5,
11-06-2023 12:00,43,15.5,41.75,1.83,239.25,
11-06-2023 13:00,40.5,14,38.25,1.33,218.75,
11-06-2023 14:00,42.75,15,34.75,1.23,199.25,
11-06-2023 15:00,48,16.75,34.75,1.4,233,
11-06-2023 16:00,58.75,16,36.25,1.38,252.25,
11-06-2023 17:00,62,23.75,36.5,1.4,241.25,
11-06-2023 18:00,57.25,19.75,39.25,1.03,248.5,
11-06-2023 19:00,65.75,22,44,0.93,241.5,
11-06-2023 20:00,82,31.25,46,0.65,239.5,
11-06-2023 21:00,88.5,33.5,46.5,1.27,261.5,
11-06-2023 22:00,93.25,37.75,48,1.07,266.5,
11-06-2023 23:00,97,34.75,48.25,0.93,281.25,
12-06-2023 00:00,79.5,28,49.5,1.25,281,
12-06-2023 01:00,79,27.25,52.25,1.55,284.5,
12-06-2023 02:00,72.25,25.25,57,1.43,286,
12-06-2023 03:00,70.75,25.25,62.75,1.85,291.75,
12-06-2023 04:00,71,21.25,63.25,1.98,293.75,
12-06-2023 05:00,61.75,17.25,64.5,1.83,283.5,
12-06-2023 06:00,53,21.5,64.5,1.73,291,
12-06-2023 07:00,57.25,22.25,61,2.3,292,
12-06-2023 08:00,59,18.75,54,2.4,282.75,
12-06-2023 09:00,54.75,15.5,48.5,1.85,277.25,
12-06-2023 10:00,60.5,18,44.75,1.73,262.25,
12-06-2023 11:00,61.5,21,41,1.3,223.5,
12-06-2023 12:00,59.25,21,37.5,1.2,207.5,
12-06-2023 13:00,53.75,19.75,35,1.4,211.5,
12-06-2023 14:00,46.5,17,37.25,1.18,188,
12-06-2023 15:00,51.5,19.25,33.5,1.45,227.25,
12-06-2023 16:00,45.5,16.5,32,1.6,225.25,
12-06-2023 17:00,57,15.5,31.25,1.45,242.25,
12-06-2023 18:00,79.25,17.75,30.75,1.1,238.25,
12-06-2023 19:00,92.25,23.5,34.5,0.38,218.75,
12-06-2023 20:00,137.25,43.5,37.5,0.4,217.5,
12-06-2023 21:00,171,61.5,46.5,1.25,87,
12-06-2023 22:00,111,29.5,50,0.58,128.25,
12-06-2023 23:00,100.75,30,52.25,0.38,181.5,
13-06-2023 00:00,118.25,34,53.5,0.5,208.5,
13-06-2023 01:00,96.75,27.25,54,1.15,262.25,
13-06-2023 02:00,81.25,24.25,56,1.5,288.5,
13-06-2023 03:00,75.75,24.25,63.25,1.73,287,
13-06-2023 04:00,84,29.25,66.75,1.7,291.75,
13-06-2023 05:00,86.75,24,67.75,1.07,285,
13-06-2023 06:00,96.5,23.75,67.5,1.3,284.5,
13-06-2023 07:00,102.75,24.25,64.25,1.25,280.75,
13-06-2023 08:00,107.25,27,57.25,0.9,271.25,
13-06-2023 09:00,104.25,25.25,50,1.75,262,
13-06-2023 10:00,102.25,27.5,45.25,1.65,252,
13-06-2023 11:00,102.75,22.75,41,1.58,243.75,
13-06-2023 12:00,104.25,26.75,38.75,1.65,217.25,
13-06-2023 13:00,106.75,37,34.75,1.38,234,
13-06-2023 14:00,96,25,30.75,2.1,249.25,
13-06-2023 15:00,104,24.5,28.25,1.75,241.75,
13-06-2023 16:00,113.5,24.25,26.5,1.85,249,
13-06-2023 17:00,125.75,28.25,27.75,1.88,257.5,
13-06-2023 18:00,134.5,30.5,30.25,1.58,249.5,
13-06-2023 19:00,150.25,35.25,34.25,1.98,264.25,
13-06-2023 20:00,152,35.25,40.5,1.98,283.5,
13-06-2023 21:00,107,30.5,42.5,1.88,278.5,
13-06-2023 22:00,100.5,24.75,49.75,2.33,277,
13-06-2023 23:00,101,28.25,52.25,2.17,275.5,
14-06-2023 00:00,83.75,23.75,57.75,2.27,281.25,
14-06-2023 01:00,92.5,24.75,63.5,2.27,283.25,
14-06-2023 02:00,83.25,21,66.5,2.2,272.5,
14-06-2023 03:00,75.75,20.75,67,2.48,270.5,
14-06-2023 04:00,66.75,18.5,67.25,2.02,277,
14-06-2023 05:00,59.5,16.25,69,2.07,274.75,
14-06-2023 06:00,58.5,23.25,69.75,1.45,273,
14-06-2023 07:00,61.5,23.25,67.5,1.85,279.75,
14-06-2023 08:00,69.5,22,62.25,2.15,271.25,
14-06-2023 09:00,79.75,23.25,57.75,2.62,271,
14-06-2023 10:00,82.5,20.5,51.25,2.65,261.75,
14-06-2023 11:00,93.5,27.5,47,2.15,265.25,
14-06-2023 12:00,95.5,25.5,42.75,2.25,270.25,
14-06-2023 13:00,97,23,41,2.33,268,
14-06-2023 14:00,98.5,20.5,38.5,2.4,263.75,
14-06-2023 15:00,105.5,24.5,39,2.07,262.25,
14-06-2023 16:00,113,33,37.5,1.95,264.5,
14-06-2023 17:00,115.5,34,37,2.3,264,
14-06-2023 18:00,122.5,29,40,1.98,266.25,
14-06-2023 19:00,126.25,33.5,45,2.62,266,
14-06-2023 20:00,138.75,37.75,48,2.2,276.5,
14-06-2023 21:00,125.5,34.75,52.75,2.73,276.5,
14-06-2023 22:00,110.75,28.5,54.25,2.85,278,
14-06-2023 23:00,98.75,29,56.75,2.55,277.75,
15-06-2023 00:00,94,22.75,60.25,2.25,273.25,
15-06-2023 01:00,71.25,14.25,62.75,2.38,274.75,
15-06-2023 02:00,66.25,18.25,65.75,1.8,276.5,
15-06-2023 03:00,65.25,18.75,67.5,1.82,284.25,
15-06-2023 04:00,61.5,18.5,69,1.67,270.75,
15-06-2023 05:00,64.25,19.5,71.75,1.48,273.25,
15-06-2023 06:00,61.75,18.25,72,1.6,267.5,
15-06-2023 07:00,72.5,21,67.75,2.08,263.5,
15-06-2023 08:00,80.25,25.25,62.25,2.48,265.25,
15-06-2023 09:00,81,20,57,2.65,259.5,
15-06-2023 10:00,85,20.5,51,2.77,265,
15-06-2023 11:00,96.5,23.25,46.75,2.67,253.25,
15-06-2023 12:00,95.75,27.75,43,2.3,262,
15-06-2023 13:00,97,29.5,39.5,2.38,256.75,
15-06-2023 14:00,95.5,26.75,36.75,1.98,252,
15-06-2023 15:00,98.75,24.75,36.75,1.7,247,
15-06-2023 16:00,99,27.75,37.75,2.1,246.75,
15-06-2023 17:00,111.25,23.5,37,2.23,254.5,
15-06-2023 18:00,111.75,31,38,2.1,250.25,
15-06-2023 19:00,112.75,31,38,1.2,249,
15-06-2023 20:00,119.25,32.5,39.5,0.73,250,
15-06-2023 21:00,127.25,38.25,41.5,0.5,238.5,
15-06-2023 22:00,135.75,39.75,41.5,1.68,266.5,
15-06-2023 23:00,121,31.75,47.75,1.97,277.5,
16-06-2023 00:00,110.75,28.5,52.25,1.73,275.25,
16-06-2023 01:00,95,27.75,56.75,1.35,261.75,
16-06-2023 02:00,90.25,26,59,1.27,260.25,
16-06-2023 03:00,101.75,38.25,59.5,1.15,258.75,
16-06-2023 04:00,92,26.75,59.75,2.05,256,
16-06-2023 05:00,77,17.75,61,1.75,254.75,
16-06-2023 06:00,86.75,19.75,59.75,1.45,247.75,
16-06-2023 07:00,90.25,19.25,56.5,1.32,227.5,
16-06-2023 08:00,94,21,53.75,1.85,232.5,
16-06-2023 09:00,97,23.25,52.25,3.17,255.75,
16-06-2023 10:00,102.5,20.25,50.5,3.2,257.5,
16-06-2023 11:00,97.75,19.25,46.5,2.75,247.5,
16-06-2023 12:00,116.5,23.5,43.5,2.9,259.25,
16-06-2023 13:00,120.5,25.5,42,2.67,247,
16-06-2023 14:00,117.25,25.25,40,2.07,234,
16-06-2023 15:00,111.5,20.75,39.75,1.98,244.25,
16-06-2023 16:00,112.75,23,39,2.1,239.5,
16-06-2023 17:00,123.25,24.5,38.75,1.7,236.5,
16-06-2023 18:00,139.75,29.75,42.75,2.78,255,
16-06-2023 19:00,162.25,30.25,49.75,3.08,261.5,
16-06-2023 20:00,129,25,53.25,2.4,263,
16-06-2023 21:00,84.5,24,60.75,2.47,262.5,
16-06-2023 22:00,68,20.5,62.25,2.47,256.5,
16-06-2023 23:00,70.5,18.75,63.75,2.55,256,
17-06-2023 00:00,77.5,18.5,65.5,2.75,255.5,
17-06-2023 01:00,76.25,20.5,67,2.82,253.75,
17-06-2023 02:00,75,20.75,68.5,2.5,254,
17-06-2023 03:00,68.75,17.5,70.75,2.35,252.75,
17-06-2023 04:00,69.75,19,71.25,2.48,244.5,
17-06-2023 05:00,74,18.5,73.25,2.65,249.5,
17-06-2023 06:00,73.75,19.5,72.75,2.5,251.5,
17-06-2023 07:00,84,25.25,71.25,2.45,258.25,
17-06-2023 08:00,92,21,67.75,2.85,257.75,
17-06-2023 09:00,100,24.5,62.5,2.67,251.5,
17-06-2023 10:00,106.5,26.25,56.5,3.12,257,
17-06-2023 11:00,111.75,27.25,51.25,3.15,255.5,
17-06-2023 12:00,126.5,28,47,3.25,258.5,
17-06-2023 13:00,133.25,29,44.5,3.15,255.25,
17-06-2023 14:00,121,30.25,44.25,2.98,251,
17-06-2023 15:00,117,25.25,45,3.25,255.75,
17-06-2023 16:00,118.5,28,46.5,3.42,257.75,
17-06-2023 17:00,130.5,32.25,46.75,3.52,263,
17-06-2023 18:00,127.25,29.25,48.75,3.2,261.5,
17-06-2023 19:00,137.25,35.5,50.25,3.25,265,
17-06-2023 20:00,155.75,34,51,2.58,262.5,
17-06-2023 21:00,152.25,34.25,56,2.5,259.25,
17-06-2023 22:00,140.5,33.75,58.25,2.45,259.25,
17-06-2023 23:00,126,29,61.75,2.67,258,
18-06-2023 00:00,114.75,26.5,63.75,3.1,265.5,
18-06-2023 01:00,113,29,67,2.55,260.25,
18-06-2023 02:00,101.25,30.25,68.75,2.35,258,
18-06-2023 03:00,102,25.5,71,2.12,263.75,
18-06-2023 04:00,104.25,28,72.5,2.85,259.5,
18-06-2023 05:00,110.5,31,75.25,2.8,262,
18-06-2023 06:00,112.75,33.25,73.5,3.23,265,
18-06-2023 07:00,128.5,38.25,69.75,3.45,266.5,
18-06-2023 08:00,144.25,33,64.75,3.95,264.5,
18-06-2023 09:00,149.5,32.25,61.25,3.85,264.5,
18-06-2023 10:00,145.25,33,57.5,3.5,268,
18-06-2023 11:00,151,39.5,55,3.27,261.25,
18-06-2023 12:00,162.75,32.5,54.25,3.08,264.5,
18-06-2023 13:00,154.25,34.25,50.25,3.15,267,
18-06-2023 14:00,158.25,35.5,48,3.28,265.75,
18-06-2023 15:00,160.75,37.25,47,2.97,264.25,
18-06-2023 16:00,165,37.5,46.75,2.95,262.5,
18-06-2023 17:00,162.5,36.25,47,3.3,262.5,
18-06-2023 18:00,160.75,36.5,51.25,3.25,267.25,
18-06-2023 19:00,151.5,35,55.25,3,265,
18-06-2023 20:00,150.25,35,58,2.73,267.75,
18-06-2023 21:00,140.5,35.25,59.5,2.45,264.25,
18-06-2023 22:00,133.75,35.75,61.25,2.83,263.25,
18-06-2023 23:00,127.25,33.5,62.75,2.53,262.5,
19-06-2023 00:00,126.5,28.5,65.25,2.42,260.75,
19-06-2023 01:00,118,25,69,3.02,265.75,
19-06-2023 02:00,102.5,20,72,2.33,261.25,
19-06-2023 03:00,90.5,22.5,73.75,2.48,262.75,
19-06-2023 04:00,88.5,22,75,2.52,263.75,
19-06-2023 05:00,94.75,26.5,75.75,2.82,262,
19-06-2023 06:00,92,31.5,77.5,2.7,268.75,
19-06-2023 07:00,96,31.5,75,3.5,272.75,
19-06-2023 08:00,101.5,27.75,69.5,3.17,268.25,
19-06-2023 09:00,113,30.5,62.25,3.55,271,
19-06-2023 10:00,125.75,31.5,59.75,3.2,272.75,
19-06-2023 11:00,128.75,31.25,56.5,3.2,270.25,
19-06-2023 12:00,131,35.5,54.75,3.28,275.5,
19-06-2023 13:00,129,35.75,54.25,2.93,276.75,
19-06-2023 14:00,124.75,32.75,53.25,2.65,273.5,
19-06-2023 15:00,130,33.75,54,2.9,280,
19-06-2023 16:00,130.75,33.5,56,2.88,286.5,
19-06-2023 17:00,131.75,42.75,56.5,2.97,282.5,
19-06-2023 18:00,128.5,37.5,58.25,2.15,262.5,
19-06-2023 19:00,131.5,35,58,2.15,275.75,
19-06-2023 20:00,136.25,40.5,59,1.95,283.75,
19-06-2023 21:00,135.5,39.5,60.5,1.58,285.25,
19-06-2023 22:00,129.5,40.25,63,1.2,276.25,
19-06-2023 23:00,125,36.5,65,1.2,285,
20-06-2023 00:00,124.5,34.25,66.75,1.4,280,
20-06-2023 01:00,120,39.75,68.25,1.6,275.75,
20-06-2023 02:00,107,35,71.5,1.77,274.25,
20-06-2023 03:00,92,31,74.25,2.1,272.25,
20-06-2023 04:00,84,29,75.5,2.12,272.75,
20-06-2023 05:00,89.25,31.75,78.5,2.15,276.5,
20-06-2023 06:00,97.75,30.75,79.75,2.08,276.25,
20-06-2023 07:00,100.5,30.25,78,2.42,279.25,
20-06-2023 08:00,94.75,31.25,74,2.45,278.5,
20-06-2023 09:00,101.75,34,68.25,2.38,272,
20-06-2023 10:00,107.75,37.5,67.5,2.45,281.5,
20-06-2023 11:00,109,29.75,60.25,2.53,277.5,
20-06-2023 12:00,105.75,29.75,55.75,2.83,282.75,
20-06-2023 13:00,104.25,31.25,51.5,2.62,278.5,
20-06-2023 14:00,104,28.75,51.25,3.22,288.75,
20-06-2023 15:00,109.25,27.75,49.75,2.92,282,
20-06-2023 16:00,105.25,27.75,49,2.7,285.5,
20-06-2023 17:00,103.5,30.75,49.75,2.6,279.25,
20-06-2023 18:00,115.75,32,52.5,2.98,282.75,
20-06-2023 19:00,119,29.75,54.25,2.65,290,
20-06-2023 20:00,115.5,33.75,57.5,2.18,284,
20-06-2023 21:00,121.75,40.5,60.5,1.67,293.75,
20-06-2023 22:00,119.25,43.75,62,1.32,293.75,
20-06-2023 23:00,120.25,38,62,1.45,290,
21-06-2023 00:00,112.25,32,62,1.12,284.25,
21-06-2023 01:00,114,31.5,62,1.25,279.75,
21-06-2023 02:00,111,28.75,65.25,1.98,280,
21-06-2023 03:00,90.75,26,67.25,2.15,287.25,
21-06-2023 04:00,82.75,28.5,70.5,2.12,278.5,
21-06-2023 05:00,80.75,24.5,72.25,2.1,279.25,
21-06-2023 06:00,85.75,18.75,75.75,2.42,284.5,
21-06-2023 07:00,88.75,26.75,76,2.35,287.75,
21-06-2023 08:00,100.25,35.25,75,2.08,281,
21-06-2023 09:00,100.75,36,73.25,2.25,282.75,
21-06-2023 10:00,99.5,35.25,69,2.23,277.25,
21-06-2023 11:00,96.25,33.5,65.75,2.62,268.75,
21-06-2023 12:00,92,35.5,58.25,2.58,273.5,
21-06-2023 13:00,93.75,35,53.75,2.47,271.75,
21-06-2023 14:00,89.75,28.5,51,2.18,275,
21-06-2023 15:00,93.5,29.75,51.75,2.33,274.25,
21-06-2023 16:00,105.75,36.5,50.25,2.5,277.5,
21-06-2023 17:00,101,31.5,49.75,2.23,278.25,
21-06-2023 18:00,101.25,32.25,51,2.05,279.75,
21-06-2023 19:00,112.75,38.5,55.75,1.4,253.25,
21-06-2023 20:00,116.75,38.5,65.5,0.9,132.75,
21-06-2023 21:00,103.75,40.25,69.25,1.3,236.5,
21-06-2023 22:00,75.75,31.25,69.5,1.68,262.75,
21-06-2023 23:00,83,33,64.5,1.5,282.75,
22-06-2023 00:00,103.5,43,60.75,1.82,282.75,
22-06-2023 01:00,91,33.75,65.5,1.7,284.25,
22-06-2023 02:00,84.25,24.75,64.5,2.28,277.25,
22-06-2023 03:00,79.75,25.75,65.5,2.33,277.75,
22-06-2023 04:00,73.5,22.5,67.75,1.97,281,
22-06-2023 05:00,75,21.75,71.5,2.55,289.25,
22-06-2023 06:00,74,19,75.5,2.47,285.5,
22-06-2023 07:00,73.75,28.75,75.25,2.25,275.5,
22-06-2023 08:00,84.75,23.75,72.75,2.45,284.5,
22-06-2023 09:00,94.5,29.75,67.25,2.53,282.5,
22-06-2023 10:00,98.75,32,63.25,2.4,272.75,
22-06-2023 11:00,95,33.75,74.75,1.75,216.75,
22-06-2023 12:00,85,38.5,87.25,1.08,228.5,
22-06-2023 13:00,81,41.67,90.5,0.92,286,
22-06-2023 14:00,86.25,54.25,82.75,0.67,178.5,
22-06-2023 15:00,107.5,61,74,0.72,266.5,
22-06-2023 16:00,100.75,52.25,67.25,0.8,287.75,
22-06-2023 17:00,112.25,49.25,59.25,1.45,297,
22-06-2023 18:00,116.75,40.25,59.5,1.1,289.25,
22-06-2023 19:00,128.25,47.25,61.75,1.18,296,
22-06-2023 20:00,132.25,50,64.5,0.88,302.5,
22-06-2023 21:00,150.5,59.75,66.5,0.4,303.25,
22-06-2023 22:00,178.75,69.75,67.5,0.53,282.25,
22-06-2023 23:00,178,66,67.75,0.57,273.5,
23-06-2023 00:00,145.75,62.75,67.75,0.55,301.5,
23-06-2023 01:00,126.75,49.5,68.25,0.6,283.75,
23-06-2023 02:00,114.25,37.75,66.75,0.9,281.25,
23-06-2023 03:00,101,32,67,1.58,287,
23-06-2023 04:00,82.75,24.75,68,1.75,291.75,
23-06-2023 05:00,73.75,20.75,69.5,1.48,291,
23-06-2023 06:00,75.25,20,71.5,1.75,277,
23-06-2023 07:00,76.5,20.75,75.25,1.82,279.25,
23-06-2023 08:00,87,23,76.25,2.3,279.5,
23-06-2023 09:00,91.25,24.25,74,2.17,288,
23-06-2023 10:00,107.5,31.25,69,2.2,289.25,
23-06-2023 11:00,114.25,39.25,70,1.93,280,
23-06-2023 12:00,105,35.5,68.25,1.55,266,
23-06-2023 13:00,110.25,38.5,62.25,2.38,270.75,
23-06-2023 14:00,105.25,32.75,61,2.83,282,
23-06-2023 15:00,None,None,64,2.8,283,
23-06-2023 16:00,108,33,65.25,2.42,267.25,
23-06-2023 17:00,107.25,36.25,68.75,1.72,258.25,
23-06-2023 18:00,107.75,45.75,72.25,0.8,215.25,
23-06-2023 19:00,110.25,46.25,83.25,0.55,283.5,
23-06-2023 20:00,92.75,51,83.75,0.3,202.25,
23-06-2023 21:00,88,50.25,88.25,1.12,145.75,
23-06-2023 22:00,69.5,35.75,90.75,1.32,261.25,
23-06-2023 23:00,49.25,25.75,91.75,1.95,281.75,
24-06-2023 00:00,45.5,24.5,92,1.7,251.75,
24-06-2023 01:00,39,20.5,92,2.3,281,
24-06-2023 02:00,None,None,None,None,None,
24-06-2023 03:00,None,None,None,None,None,
24-06-2023 04:00,None,None,None,None,None,
24-06-2023 05:00,None,None,None,None,None,
24-06-2023 06:00,None,None,None,None,None,
24-06-2023 07:00,37,18,None,None,None,
24-06-2023 08:00,37,18,94,0.85,272.5,
24-06-2023 09:00,66,51,94,1,267.5,
24-06-2023 10:00,67.25,50.25,93.5,1.35,272.75,
24-06-2023 11:00,64.25,43,92.75,1.4,276.5,
24-06-2023 12:00,42.5,25.5,90.75,1.77,275,
24-06-2023 13:00,38,18,90,1.3,268.5,
24-06-2023 14:00,None,None,None,None,None,
24-06-2023 15:00,51,22,90.75,1.35,273.5,
24-06-2023 16:00,49.25,24,87.5,1.45,283.5,
24-06-2023 17:00,45.75,28.25,86,1.25,276,
24-06-2023 18:00,55,24.5,86.5,0.8,261.75,
24-06-2023 19:00,69.25,31.75,87.75,0.7,277.5,
24-06-2023 20:00,77.75,38.75,88.75,0.57,284.25,
24-06-2023 21:00,83.25,34.75,90,0.57,269,
24-06-2023 22:00,89.25,37.5,90,0.35,272,
24-06-2023 23:00,101.25,47.25,89.5,0.3,230.75,
25-06-2023 00:00,95.33,47,89,0.3,227.25,
25-06-2023 01:00,103.75,49.25,89.25,0.35,205.25,
25-06-2023 02:00,86,34.25,85,0.8,259,
25-06-2023 03:00,53,21.25,82.25,0.88,268.75,
25-06-2023 04:00,57,19.25,84,0.6,286.25,
25-06-2023 05:00,70.25,30.25,86.75,0.95,289.75,
25-06-2023 06:00,75,33,88,0.77,297.25,
25-06-2023 07:00,79.75,30.75,85,1.32,286.5,
25-06-2023 08:00,81.25,31.75,85.25,1.5,276.5,
25-06-2023 09:00,70.25,27.75,83.75,1.62,279.75,
25-06-2023 10:00,74.5,28,83,1.2,275.75,
25-06-2023 11:00,85,31,76.5,1.55,268.5,
25-06-2023 12:00,88,28,None,None,None,
25-06-2023 13:00,None,None,None,None,None,
25-06-2023 14:00,88,28,None,None,None,
25-06-2023 15:00,83.5,28.5,78.75,2.1,274.5,
25-06-2023 16:00,74.75,31.75,78.75,1.6,280.5,
25-06-2023 17:00,86.5,35.75,77,1.95,276.5,
25-06-2023 18:00,80,31,78.5,1.55,274.75,
25-06-2023 19:00,86.75,30.25,79.5,0.98,286.25,
